,SOG,heading,draught,wind_val,wind_direction,wave_val,wave_direction,stream_val,stream_direction,R_added
14789,16.0375,194.25,12.5,5.0025,111.125,1.355,349.875,0.12375,211.375,228.5883417811888
14790,15.64,193.3,12.5,5.724000000000001,122.0,1.328,349.2,0.2399999999999999,223.0,345.255839676552
14791,15.3375,192.375,12.5,5.21,124.0,1.32,346.5,0.2299999999999999,164.0,404.5567715741305
14792,15.225,194.875,12.5,4.2575,123.0,1.27375,344.5,0.14375,117.625,359.8174479570155
14793,15.575,194.125,12.5,4.203749999999999,113.0,1.23625,341.5,0.06875,225.125,299.2957320547181
14794,15.766666666666667,193.77777777777777,12.5,4.05111111111111,106.66666666666669,1.2344444444444445,338.8888888888889,0.0444444444444444,325.77777777777777,225.1346070093317
14795,15.3,194.6,12.5,2.633,78.1,1.194,336.3,0.0839999999999999,318.9,313.2163312762542
14796,15.65,193.9,12.5,1.5099999999999998,36.2,1.152,334.2,0.062,76.8,249.54825029818687
14797,15.871428571428572,193.8571428571429,12.5,1.7757142857142854,30.857142857142858,1.134285714285714,334.1428571428572,0.0557142857142857,64.85714285714286,201.51913933739843
14798,15.98,194.9,12.5,3.14,25.8,1.078,334.0,0.1619999999999999,201.4,257.2514827446213
14800,15.727272727272728,195.1818181818182,12.5,4.583636363636364,35.63636363636363,1.0500000000000005,333.0,0.1063636363636363,223.0909090909091,282.1878445125102
14801,15.263636363636364,194.9090909090909,12.5,4.211818181818181,27.63636363636364,1.0363636363636362,332.09090909090907,0.1945454545454545,196.0,416.5101598100788
14802,15.72857142857143,195.3571428571429,12.5,2.981428571428572,19.142857142857142,1.0257142857142854,331.0,0.1085714285714286,200.8571428571429,287.4904189488209
14803,15.858333333333333,196.91666666666663,12.5,1.855,41.833333333333336,1.035833333333333,331.5833333333333,0.075,211.0,216.4567533963016
14806,15.484615384615385,193.07692307692307,12.5,1.658461538461538,72.3076923076923,1.0061538461538462,327.46153846153845,0.1715384615384615,225.84615384615384,319.80104120460874
14807,15.607142857142856,192.92857142857144,12.5,1.9507142857142856,154.14285714285714,1.0107142857142857,327.1428571428572,0.1985714285714285,249.6428571428572,281.26807040683457
14808,15.34375,193.125,12.5,2.675,296.5,1.04,328.0,0.2249999999999999,278.5,298.76501482514004
14809,15.335714285714287,193.2142857142857,12.5,2.504285714285714,311.35714285714283,1.0485714285714287,329.1428571428572,0.2057142857142857,237.3571428571429,351.1966787647309
14810,15.45,193.77777777777777,12.5,2.3622222222222224,200.61111111111111,1.092222222222222,340.0,0.1777777777777777,211.0,336.82520971484894
14811,15.673684210526316,193.94736842105263,12.5,2.3315789473684214,5.894736842105263,1.1731578947368422,154.26315789473685,0.1768421052631579,220.4736842105264,287.15123487844573
14814,15.738888888888887,197.44444444444449,12.5,3.815555555555557,16.055555555555557,1.193888888888889,26.38888888888889,0.2699999999999999,203.16666666666663,317.29652446620685
14815,15.72,196.75,12.5,4.252000000000001,17.0,1.1639999999999997,18.9,0.2705,219.65,313.46851905354265
14817,15.405555555555557,202.16666666666663,12.5,5.849444444444446,10.38888888888889,1.2222222222222223,21.77777777777778,0.3505555555555555,224.61111111111111,406.30207998265
14818,15.473333333333334,200.6,12.5,6.266666666666666,9.0,1.2033333333333331,17.466666666666665,0.36,223.6,395.5297649264231
14821,15.926315789473684,194.26315789473685,12.5,7.162105263157895,7.473684210526316,1.2836842105263162,4.578947368421052,0.1689473684210526,253.7894736842105,207.8016114721429
14822,16.219047619047622,193.3333333333333,12.5,7.342857142857145,5.857142857142857,1.348571428571429,4.571428571428571,0.0757142857142857,242.42857142857144,133.76280553989272
14823,16.049999999999997,192.38888888888889,12.5,7.46,5.666666666666667,1.44,5.666666666666667,0.11,245.3333333333333,175.06258382926922
14824,15.83157894736842,194.73684210526315,12.5,7.665789473684212,5.052631578947368,1.440526315789474,4.368421052631579,0.1021052631578947,170.73684210526315,229.90793628447184
14825,15.95714285714286,196.42857142857144,12.5,7.769047619047616,172.33333333333334,1.4857142857142855,172.33333333333334,0.1323809523809524,147.57142857142858,202.1235350349129
14827,14.331578947368422,140.8421052631579,12.5,8.0,139.0,1.97,173.0,0.22,325.0,290.9576657761062
14828,14.135000000000002,140.9,12.5,8.17,143.75,1.9525,174.25,0.225,306.0,329.6653975971507
14829,14.140909090909092,140.13636363636363,12.5,8.09181818181818,147.0909090909091,1.94409090909091,175.4090909090909,0.2109090909090909,319.27272727272725,330.9809547387606
14830,14.183333333333332,140.27777777777777,12.5,8.07,147.0,1.95,176.0,0.24,337.0,315.685150156746
14832,13.966666666666669,142.0,12.5,8.131111111111112,148.66666666666666,1.9722222222222217,180.3333333333333,0.3077777777777777,331.6666666666667,329.89687222632745
14834,13.96,140.06666666666666,12.5,8.084,145.0,1.99,182.6,0.3219999999999999,312.8,325.1820363204629
14835,14.088888888888889,140.05555555555554,12.5,7.934999999999999,139.0,2.0,185.0,0.3266666666666667,307.0,300.74529395794286
14836,14.2,139.94736842105263,12.5,7.995789473684209,139.0,1.994736842105264,185.0,0.2747368421052632,310.7368421052632,296.9395136962912
14837,14.106666666666664,139.93333333333334,12.5,7.81,144.66666666666666,2.0373333333333328,189.4,0.2626666666666667,318.26666666666665,318.2110436371704
14838,14.246153846153844,140.3846153846154,12.5,7.709999999999998,151.0,2.09,194.0,0.23,324.0,303.6693287902352
14839,13.615,141.05,12.5,7.425000000000002,149.95,2.093,194.9,0.2194999999999999,342.75,434.9954746914707
14841,13.428571428571429,141.21428571428572,12.5,7.56,147.0,2.31,205.0,0.22,332.0,466.5218211124345
14842,13.63125,141.375,12.5,7.439999999999999,146.5,2.3150000000000004,206.125,0.1625,336.375,449.5270947472197
14843,13.6625,140.9375,12.5,7.528124999999999,146.875,2.44875,209.1875,0.150625,320.6875,445.86234491808216
14845,13.639999999999995,139.73333333333332,12.5,7.348666666666669,145.2,2.5966666666666667,212.0,0.2599999999999999,297.6,416.3024177318267
14846,13.67058823529412,139.8235294117647,12.5,7.182352941176471,144.35294117647058,2.616470588235294,213.41176470588235,0.2447058823529412,303.2352941176471,412.7683508860838
14847,13.552631578947368,139.94736842105263,12.5,7.068947368421052,144.3684210526316,2.6542105263157896,214.6315789473684,0.2252631578947368,313.2105263157895,439.62845438418174
14849,13.782352941176471,140.35294117647058,12.5,6.568235294117647,144.11764705882354,2.6711764705882355,214.52941176470588,0.1211764705882353,303.0,435.8216025528863
14851,13.44375,138.0625,12.5,6.095000000000001,144.125,2.75125,214.0625,0.14625,252.0625,353.15871927503406
14852,13.515384615384615,138.0,12.5,6.56846153846154,144.92307692307693,2.7876923076923075,215.7692307692308,0.3246153846153846,251.92307692307693,314.5581657028522
14853,13.507142857142856,139.85714285714286,12.5,7.012142857142856,141.64285714285714,2.825714285714286,216.6428571428572,0.2614285714285714,256.5,321.1566367678148
14854,13.55714285714286,139.78571428571428,12.5,7.085,142.14285714285714,2.812142857142857,216.2142857142857,0.1814285714285714,282.0,302.80023842560126
14855,13.792857142857144,134.85714285714286,12.5,6.814285714285715,131.92857142857142,2.9607142857142854,217.6428571428572,0.1578571428571428,345.7142857142857,262.72818250325884
14856,13.67333333333333,109.93333333333334,12.5,6.7940000000000005,123.06666666666666,3.1113333333333326,217.9333333333333,0.15,350.06666666666666,305.95540389261794
14857,13.525,111.125,12.5,6.87875,120.8125,3.104375,218.0,0.12125,338.9375,330.58111757726624
14858,13.776470588235291,124.58823529411764,12.5,6.341764705882353,124.23529411764706,3.32,218.0,0.0947058823529412,330.5882352941176,283.50777032464293
14859,13.85625,138.8125,12.5,5.4,124.0,3.53,218.0,0.13,347.0,258.6045565169195
14860,14.166666666666666,137.94444444444446,12.5,5.16,123.38888888888889,3.495555555555556,218.5,0.0955555555555555,176.77777777777777,268.96465672909915
14861,14.32,139.13333333333333,12.5,3.705333333333333,121.8,3.609333333333333,219.0,0.1073333333333333,20.53333333333333,196.744970261612
14862,14.19,136.75,12.5,2.2400000000000007,116.0,3.72,219.0,0.1699999999999999,27.0,218.1958109874456
14863,13.633333333333333,137.6,12.5,2.212,123.0,3.7253333333333343,219.6,0.1453333333333334,22.6,317.93513992197563
14864,13.614999999999998,131.15,12.5,2.787499999999999,154.9,3.764500000000001,220.0,0.1075,18.55,328.39244088671137
14865,13.755555555555556,124.16666666666669,12.5,3.305555555555555,196.11111111111111,3.834444444444444,220.0,0.0483333333333333,304.8888888888889,300.32105093988275
14866,13.794444444444444,120.83333333333331,12.5,3.407777777777778,191.11111111111111,3.864444444444445,219.88888888888889,0.1044444444444444,231.0,297.60379488351145
14867,13.43888888888889,155.94444444444446,12.5,3.913333333333333,187.5555555555556,3.960555555555556,219.94444444444449,0.1827777777777778,247.61111111111111,373.25127292960167
14873,15.514285714285714,60.785714285714285,12.5,6.300714285714284,191.28571428571428,2.7185714285714293,197.0,0.1885714285714285,154.0,219.60183084886
14874,15.350000000000003,62.57142857142857,12.5,6.340000000000002,190.7142857142857,2.6607142857142856,197.0,0.3192857142857143,271.57142857142856,148.0132667691763
14876,15.48,69.4,12.5,6.366666666666666,188.66666666666663,2.6019999999999994,202.53333333333333,0.5466666666666669,330.46666666666664,197.6386936237644
14877,15.241666666666667,69.58333333333333,12.5,6.539999999999999,192.16666666666663,2.583333333333333,204.3333333333333,0.5166666666666667,328.0833333333333,238.11507063797023
14878,15.71,65.0,12.5,5.675,194.7,2.638,206.1,0.1359999999999999,158.5,181.44386992676505
14879,15.580000000000002,62.6,12.5,4.001,179.6,2.719,206.8,0.422,164.1,177.96213948864397
14880,15.488888888888887,58.66666666666666,12.5,3.1466666666666665,154.88888888888889,2.7333333333333334,205.5555555555556,0.6666666666666666,155.44444444444446,198.2736811249971
14881,15.383333333333333,58.66666666666666,12.5,3.528333333333333,144.16666666666666,2.7916666666666665,205.5,0.8466666666666667,156.33333333333334,206.0355685318841
14882,15.271428571428572,57.85714285714285,12.5,4.784285714285715,150.28571428571428,2.7728571428571427,201.1428571428572,0.6942857142857142,153.42857142857142,245.97505635695643
14884,15.45625,64.375,12.5,6.776875,152.125,2.53125,202.625,0.234375,269.25,152.69302442226945
14886,15.1,65.9375,12.5,8.08375,141.4375,2.4337500000000003,204.0,0.154375,354.625,325.51779146763306
14887,14.692857142857145,67.14285714285714,12.5,7.675714285714288,140.07142857142858,2.3885714285714283,203.5,0.1464285714285714,58.142857142857146,443.3636003829336
14888,14.729411764705883,61.41176470588236,12.5,6.515882352941177,137.94117647058823,2.3305882352941176,202.94117647058823,0.3217647058823529,291.52941176470586,300.22843564898267
14889,14.988235294117649,65.76470588235294,12.5,6.878235294117648,138.94117647058823,2.3394117647058823,203.0,0.7158823529411764,301.8235294117647,173.61828083995056
14890,14.8,69.72222222222223,12.5,4.989999999999999,143.94444444444446,2.3627777777777776,203.88888888888889,0.5383333333333333,272.8888888888889,174.24481721025825
14891,15.01875,67.0625,12.5,5.806875,145.0,2.4325,203.875,0.510625,219.8125,146.32805394733373
14892,14.70625,65.375,12.5,5.390625,148.4375,2.4850000000000003,201.5625,0.568125,209.3125,206.8055429238898
14893,14.335714285714284,58.85714285714285,12.5,4.332142857142858,147.64285714285714,2.5357142857142856,199.57142857142856,0.5664285714285714,204.7142857142857,276.96142762545014
14895,15.091666666666669,45.833333333333336,12.5,4.888333333333333,125.66666666666669,1.6816666666666666,171.25,0.2008333333333333,285.3333333333333,212.52895578048924
14896,15.192307692307692,45.76923076923077,12.5,5.3538461538461535,122.23076923076924,1.6884615384615382,168.3846153846154,0.3215384615384615,288.9230769230769,176.3693572936187
14898,15.225,51.25,12.5,6.08125,128.75,1.785,163.875,0.31625,290.0,162.79976552284757
14899,15.041176470588235,42.76470588235294,12.5,6.55,132.0,1.83,162.0,0.42,274.0,161.144333961141
14901,14.933333333333334,45.05555555555556,12.5,7.170555555555556,136.11111111111111,2.02,155.05555555555554,0.3777777777777777,159.22222222222223,223.4618675217106
14902,14.358823529411763,45.588235294117645,12.5,7.381176470588236,137.35294117647058,2.111764705882353,150.7058823529412,0.348235294117647,91.6470588235294,485.94267834163657
14903,14.83125,44.0625,12.5,8.048125,144.875,2.19625,147.875,0.2825,70.9375,397.72746325285925
14904,14.846666666666666,43.13333333333333,12.5,8.377333333333333,143.93333333333334,2.240666666666667,147.46666666666667,0.2093333333333334,37.2,378.1826907803557
14905,15.007142857142856,44.07142857142857,12.5,8.633571428571427,142.85714285714286,2.281428571428571,147.35714285714286,0.1792857142857142,37.5,335.56314046106013
14906,15.28,45.06666666666667,12.5,8.95,143.0,2.329999999999999,148.0,0.2700000000000001,346.0,267.30635725614934
14907,15.10625,45.1875,12.5,9.449375,143.8125,2.44125,147.9375,0.25375,344.875,296.320440034061
14908,15.381818181818184,44.90909090909091,12.5,10.06909090909091,145.1818181818182,2.5436363636363635,147.72727272727272,0.1581818181818182,334.8181818181818,215.0192195446405
14910,15.341666666666669,46.083333333333336,12.5,4.3375,59.583333333333336,1.149166666666667,62.16666666666666,0.0333333333333333,68.75,214.0855506802053
14911,15.425,45.9375,12.5,10.885,146.75,2.8425,149.25,0.1325,180.0,151.01577732305805
14912,15.142105263157896,45.94736842105263,12.5,11.381052631578948,148.0,2.905789473684211,149.3684210526316,0.1484210526315789,196.0,192.50637977570813
14914,14.766666666666664,47.41666666666666,12.5,11.01,142.0,2.85,150.0,0.2,236.0,239.6976152644812
14916,14.61111111111111,47.0,12.5,10.065555555555555,132.77777777777777,2.8233333333333333,145.44444444444446,0.3488888888888889,289.0,283.0986373503513
14917,14.27,47.1,12.5,11.05,128.4,2.847,140.4,0.5619999999999999,279.5,281.7135104374564
14920,14.511111111111113,49.22222222222222,12.5,10.753333333333334,134.0,2.8466666666666662,141.0,0.3933333333333333,273.3333333333333,260.68859596566824
14921,15.0,49.6875,12.5,11.01625,133.875,2.7475000000000005,143.125,0.44,270.0,144.63400769074008
14922,15.125000000000002,50.16666666666666,12.5,10.758333333333333,132.25,2.7550000000000003,140.66666666666666,0.4341666666666666,276.4166666666667,133.557327504039
14923,15.099999999999996,47.41666666666666,12.5,11.129166666666665,127.0,2.705,138.0,0.3958333333333334,278.75,158.64609780783837
14924,13.746666666666666,48.266666666666666,12.5,10.406666666666668,122.93333333333334,2.6380000000000003,139.13333333333333,0.4139999999999999,278.8666666666667,417.3824864448824
14925,13.623076923076924,46.92307692307692,12.5,9.327692307692306,116.92307692307692,2.566923076923077,139.15384615384616,0.4176923076923077,277.0,439.4771666408491
14926,13.89375,46.0,12.5,8.19125,109.3125,2.5162500000000003,138.875,0.46,272.5,368.3567222586671
14927,13.815384615384614,46.61538461538461,12.5,8.020000000000001,111.76923076923076,2.4384615384615387,138.76923076923077,0.5307692307692307,266.84615384615387,350.07806953796705
14929,13.445454545454549,48.45454545454545,12.5,7.550000000000001,105.9090909090909,2.321818181818182,137.1818181818182,0.3990909090909091,274.27272727272725,470.3535054645521
14930,13.484615384615385,47.92307692307692,12.5,7.980000000000002,106.0,2.329999999999999,136.0,0.36,271.0,468.46674775365625
14931,13.7,46.45454545454545,12.5,7.781818181818182,109.1818181818182,2.282727272727273,134.54545454545453,0.2454545454545454,292.8181818181818,488.93069503306697
14932,13.874999999999998,45.333333333333336,12.5,8.368333333333332,106.66666666666669,2.336666666666666,132.16666666666666,0.2416666666666666,289.8333333333333,452.5441063365654
14933,14.100000000000003,45.07692307692308,12.5,8.799999999999999,106.0,2.3799999999999994,129.0,0.21,266.0,387.9897713979436
14934,13.900000000000002,45.07692307692308,12.5,8.846153846153843,114.3076923076923,2.3676923076923075,126.84615384615384,0.2192307692307692,247.53846153846155,410.30314955924894
14935,13.953846153846154,47.07692307692308,12.5,9.220769230769228,114.92307692307692,2.377692307692308,127.3846153846154,0.2646153846153846,244.7692307692308,381.0855894902084
14936,13.8375,44.0,12.5,9.54,113.0,2.37,128.0,0.33,246.0,383.3476850336112
14937,13.822222222222225,43.888888888888886,12.5,9.338888888888889,111.55555555555556,2.3433333333333337,128.0,0.4,258.3333333333333,377.2772112307641
14938,13.699999999999998,46.44444444444444,12.5,9.257777777777775,112.11111111111111,2.4066666666666667,129.55555555555554,0.3555555555555555,273.6666666666667,434.5508696514049
14939,13.066666666666666,41.11111111111112,12.5,9.856666666666666,144.0,2.805555555555556,145.55555555555554,0.5288888888888889,253.5555555555556,262.6697020022491
14940,13.142857142857142,42.42857142857143,12.5,9.52,136.71428571428572,2.7942857142857136,147.28571428571428,0.4871428571428571,251.42857142857144,256.0410052291652
14942,13.374999999999998,42.16666666666666,12.5,7.7633333333333345,127.33333333333331,2.699166666666667,152.16666666666666,0.3266666666666666,250.8333333333333,263.0563101493485
14946,13.65,38.66666666666666,12.5,2.3016666666666663,190.8333333333333,2.673333333333334,157.33333333333334,0.2749999999999999,249.16666666666663,230.91960972565505
14947,13.685714285714283,43.57142857142857,12.5,0.35,286.0,2.64,159.0,0.23,256.0,239.4736521851892
14950,14.03,38.2,12.5,3.316,264.8,2.474,169.6,0.13,163.0,219.4740463124657
14951,13.7125,37.375,12.5,3.73375,295.875,2.4725,172.75,0.1112499999999999,170.875,275.82611700875486
14954,13.633333333333333,39.0,12.5,7.963333333333335,328.3333333333333,2.53,183.3333333333333,0.1516666666666667,48.16666666666666,369.5787397045002
14958,13.55,36.625,12.5,9.25,325.0,2.53,193.0,0.18,84.0,374.86965256718736
14959,13.76,37.4,12.5,9.31,324.0,2.512,196.4,0.202,90.4,336.77636535082024
14960,13.77,34.9,12.5,8.389000000000001,325.5,2.561,195.5,0.475,112.1,329.2354796603769
14961,14.075,33.75,12.5,7.92,325.25,2.5825,194.25,0.6000000000000001,119.5,252.90117259589363
14964,15.3,5.0,11.9,8.46,199.0,2.14,184.0,0.25,56.0,184.49811719738045
14965,14.9,7.5,11.9,10.645,206.5,2.17,186.5,0.05,312.0,212.82886135350705
14967,14.433333333333332,9.666666666666666,11.9,8.58,218.3333333333333,2.186666666666667,189.66666666666663,0.6433333333333333,264.3333333333333,228.15596124566292
14968,14.933333333333332,8.666666666666666,11.9,8.38,224.3333333333333,2.1766666666666663,190.3333333333333,0.7133333333333333,265.6666666666667,136.71750697812695
14969,15.0,0.0,11.9,9.34,235.0,2.21,194.0,0.51,79.0,219.2969073629033
14970,14.05,354.0,11.9,8.73,249.5,1.035,95.5,0.81,71.5,427.2067030759489
14972,15.166666666666666,225.66666666666663,12.800000000000002,7.830000000000001,260.0,2.14,272.0,0.32,130.0,441.6647657333028
14973,15.2,227.0,12.8,7.45,262.0,2.07,273.0,0.34,137.0,447.5685830241838
14974,15.1,228.0,12.8,7.54,262.0,2.07,270.0,0.35,137.0,466.10202731584775
14976,15.25,226.75,12.8,7.24,259.0,1.99,268.0,0.33,130.0,421.2317055304902
14977,15.3,225.0,12.8,7.4475,257.25,1.97,266.75,0.2775,129.0,414.7314043750225
14978,15.066666666666668,226.3333333333333,12.800000000000002,7.896666666666666,254.3333333333333,1.9166666666666667,265.3333333333333,0.29,126.66666666666669,455.698653281778
14979,15.14,226.8,12.8,8.18,250.0,1.85,262.0,0.33,123.0,428.0271246428021
14981,15.025,227.25,12.8,7.385,252.0,1.7875,251.75,0.355,122.25,446.8082329291385
14982,15.15,227.0,12.8,7.085,253.0,1.77,249.0,0.3025,122.5,427.1424270212788
14983,15.016666666666666,226.5,12.8,6.68,253.0,1.7100000000000002,243.0,0.22,124.0,466.65760922381537
14984,15.0,227.0,12.8,6.14,254.0,1.77,247.0,0.12,117.0,472.8542303890812
14986,14.95,227.5,12.8,5.66,258.0,1.76,238.0,0.09,96.0,475.7700489235508
14987,14.920000000000002,228.0,12.8,5.422,254.2,1.7399999999999998,236.2,0.242,88.4,431.1256647254572
14988,15.033333333333331,225.5,12.800000000000002,5.181666666666667,248.5,1.7475000000000005,235.66666666666663,0.2791666666666666,91.75,403.78069979955467
14989,15.04,226.0,12.8,4.89,245.0,1.73,231.0,0.32,97.0,398.9879373936429
14990,14.95,226.0,12.8,5.07625,240.625,1.72125,224.875,0.25,93.625,431.2747533836732
14991,14.9,225.8,12.8,4.92,235.6,1.7439999999999998,221.2,0.24,85.4,435.0681189707885
14992,14.900000000000002,227.77777777777777,12.8,4.74,233.5555555555556,1.752222222222222,212.66666666666663,0.2377777777777777,76.44444444444444,425.3909495096429
14994,14.833333333333334,225.22222222222223,12.8,4.097777777777777,209.11111111111111,1.8033333333333328,197.22222222222223,0.27,100.44444444444444,461.7156582559537
14995,14.842857142857143,225.1428571428572,12.8,3.794285714285714,203.28571428571428,1.794285714285714,193.0,0.2185714285714285,93.28571428571428,291.2528817141541
14996,15.0,224.66666666666663,12.8,2.8833333333333333,187.0,1.7899999999999998,186.66666666666663,0.1933333333333333,80.0,255.4017013052827
14997,14.919999999999998,225.4,12.8,2.998,173.6,1.7899999999999998,181.0,0.098,78.6,300.60137437041806
14998,15.05,224.25,12.8,3.215,168.75,1.76,181.0,0.215,29.75,225.98871833510464
14999,14.920000000000002,224.0,12.8,2.954,165.2,1.7420000000000002,179.8,0.2519999999999999,147.0,354.2194581345205
15000,14.94285714285714,224.0,12.8,3.01,177.0,1.7200000000000002,178.0,0.15,9.0,280.24089638516864
15001,15.063636363636364,224.0909090909091,12.8,3.25,171.54545454545453,1.7199999999999998,175.54545454545453,0.2072727272727273,25.90909090909091,227.6155000672016
15002,14.96,225.0,12.8,3.414,177.2,1.736,173.2,0.276,33.8,219.6971286081381
15003,14.985714285714284,224.8571428571429,12.8,3.490000000000001,176.0,1.74,173.0,0.28,31.0,214.1627622802524
15004,15.033333333333331,223.66666666666663,12.8,3.7400000000000007,158.0,1.76,171.0,0.17,22.0,248.6728045016449
15005,15.014285714285716,221.28571428571428,12.8,3.8142857142857145,158.71428571428572,1.772857142857143,169.42857142857142,0.2114285714285714,44.71428571428572,231.9630904156784
15006,15.075,220.0,12.8,4.065,156.0,1.85,167.5,0.345,110.0,255.84405513134
15007,15.2,221.375,12.8,4.0275,156.625,1.90375,167.0,0.55125,107.625,190.8365291016995
15008,15.066666666666668,222.66666666666663,12.800000000000002,4.653333333333333,153.0,1.9166666666666667,167.66666666666666,0.6333333333333333,110.33333333333331,210.1263692855424
15009,15.133333333333333,223.0,12.800000000000002,4.9525,150.25,1.9175,168.0,0.625,112.75,206.28296386001705
15010,15.320000000000002,223.0,12.8,5.05,156.0,1.9,169.0,0.48,102.0,157.16531010019276
15011,15.1375,223.375,12.8,5.95,157.875,1.89625,170.0,0.385,96.25,199.2579471681161
15012,15.166666666666666,223.8333333333333,12.800000000000002,6.3308333333333335,160.0,1.8908333333333327,169.75,0.3375000000000001,93.5,198.84247023173623
15013,15.254545454545452,224.0,12.8,6.504545454545454,158.63636363636363,1.8654545454545453,168.72727272727272,0.3718181818181818,76.9090909090909,145.0046030966688
15014,15.266666666666666,223.0,12.8,6.31,160.0,1.85,166.33333333333334,0.3799999999999999,70.0,132.26030600340323
15015,15.3,221.84615384615384,12.800000000000002,6.243846153846153,161.46153846153845,1.8430769230769224,164.3846153846154,0.2546153846153846,60.38461538461539,163.4159930455604
15016,15.25,223.625,12.8,6.50125,161.0,1.83875,163.0,0.18125,31.625,198.1800963116275
15017,15.400000000000004,223.75,12.800000000000002,6.639166666666668,161.5,1.8016666666666667,161.58333333333334,0.205,143.41666666666666,250.1404032527157
15018,15.354545454545455,223.9090909090909,12.8,6.620000000000001,165.27272727272728,1.7763636363636364,159.63636363636363,0.2145454545454545,314.90909090909093,244.4284046516769
15019,15.315384615384614,223.07692307692307,12.800000000000002,6.70923076923077,163.07692307692307,1.7861538461538464,158.76923076923077,0.2061538461538462,319.6923076923077,248.4442164818571
15020,15.066666666666665,223.3333333333333,12.8,6.426666666666667,161.0,1.7983333333333336,157.83333333333334,0.1466666666666666,315.1666666666667,305.3603486664473
15021,14.975,223.0,12.8,6.47625,159.25,1.80875,157.0,0.17375,47.625,258.3709540758515
15022,14.816666666666668,225.66666666666663,12.8,6.420000000000001,157.0,1.815,156.0,0.16,45.0,295.0172868492393
15023,14.442857142857145,227.0,12.8,6.405714285714287,158.71428571428572,1.8100000000000005,155.57142857142858,0.2771428571428571,79.42857142857143,340.8567322120663
15025,14.69,224.5,12.8,6.178,161.4,1.7759999999999998,153.6,0.208,86.6,322.45154723459257
15026,14.554545454545456,225.8181818181818,12.8,5.741818181818181,162.8181818181818,1.81,151.36363636363637,0.2018181818181817,97.45454545454544,360.6654107891244
15027,14.644444444444446,226.11111111111111,12.8,5.5744444444444445,165.22222222222223,1.846666666666667,149.0,0.2388888888888888,94.77777777777776,330.194417227288
15028,14.8375,226.25,12.8,5.76625,166.625,1.87625,149.625,0.2125,105.25,310.4472248047706
15029,15.490909090909092,224.0,12.8,5.909090909090909,165.27272727272728,1.9809090909090907,145.72727272727272,0.1499999999999999,114.1818181818182,203.05389646316155
15030,15.55,225.375,12.8,5.585,166.375,2.01375,145.0,0.135,128.125,204.37748530356657
15031,15.716666666666669,240.66666666666663,12.800000000000002,13.809999999999995,142.0,4.135000000000001,143.0,0.325,267.5,507.944000518774
15032,15.925000000000002,241.0833333333333,12.800000000000002,13.705,142.83333333333334,4.219999999999999,143.08333333333334,0.2783333333333333,258.25,453.5410610486232
15033,15.954545454545457,242.54545454545453,12.8,13.364545454545455,143.27272727272728,4.386363636363637,144.27272727272728,0.3109090909090908,272.0,449.2353303859412
15035,16.13529411764706,237.1764705882353,12.8,12.908235294117643,143.58823529411765,4.445294117647059,142.58823529411765,0.8552941176470586,296.2352941176471,480.726640491989
15036,16.418181818181814,233.63636363636363,12.8,13.64,145.36363636363637,4.386363636363636,135.36363636363637,0.0,0.0,236.25443131147424
15037,16.227777777777774,230.3333333333333,12.800000000000002,13.83,142.66666666666666,4.3966666666666665,131.66666666666666,0.0,0.0,278.0021809792795
15038,16.441666666666666,229.8333333333333,12.800000000000002,14.259166666666664,137.75,1.5516666666666663,49.16666666666666,0.1825,75.25,160.13545226753013
15039,15.391666666666667,219.3333333333333,12.800000000000002,7.563333333333333,118.58333333333331,1.3841666666666663,83.91666666666667,0.3233333333333333,337.9166666666667,393.07674065984656
15040,15.594444444444443,217.16666666666663,12.800000000000002,2.32,141.66666666666666,0.7200000000000001,161.66666666666666,0.42,73.33333333333333,272.3672426224425
15041,15.357142857142858,235.28571428571428,12.800000000000002,2.433571428571429,308.92857142857144,0.905,204.78571428571428,0.5700000000000001,148.64285714285714,478.1997879215181
15042,15.579999999999997,240.7333333333333,12.800000000000004,2.3726666666666665,210.3333333333333,1.358,180.2,0.5846666666666667,168.33333333333334,490.128851086286
15043,15.60625,238.0,12.8,2.425,100.125,1.6037499999999998,167.375,0.3275,151.5,242.69582991658024
15044,15.466666666666669,237.2,12.800000000000004,5.476666666666666,124.6,1.7693333333333332,155.8,0.1613333333333333,154.4,270.8616778960386
15045,15.486666666666666,236.0,12.800000000000004,8.006666666666664,134.33333333333334,1.9366666666666668,146.66666666666666,0.0866666666666666,101.66666666666669,235.24643464487625
15046,16.018181818181816,231.72727272727272,12.8,9.770909090909091,132.0,2.2018181818181817,140.63636363636363,0.1072727272727272,194.9090909090909,185.43298173335484
15048,15.492307692307692,229.84615384615384,12.800000000000002,12.599999999999998,124.0,2.1499999999999995,134.0,0.35,295.0,315.3542274660955
15049,15.3625,230.1875,12.8,13.7025,126.1875,2.084375,128.75,0.538125,303.75,343.57312618921094
15051,14.385714285714284,233.5,12.800000000000002,10.374999999999998,122.07142857142856,1.6407142857142851,121.57142857142856,0.537142857142857,322.35714285714283,484.7135904430352
15053,15.145454545454548,234.54545454545453,12.8,7.987272727272728,114.45454545454544,1.6054545454545452,116.72727272727272,0.2918181818181817,160.8181818181818,359.7063919137995
15054,15.083333333333334,237.0,12.8,5.416666666666667,111.0,1.5366666666666664,117.0,0.1299999999999999,29.33333333333333,295.05513094076093
15055,14.98125,235.5625,12.8,3.51625,98.375,1.5225,119.125,0.08,273.875,385.3623323116162
